L02_V001,2625
L02_V001,3750
L02_V001,3725
L02_V001,3775
L02_V001,3700
L02_V001,3800
L02_V001,3675
L02_V001,3825
L02_V001,3650
L02_V001,3850
L02_V001,3625
L02_V001,3875
L02_V001,3600
L02_V001,3900
L02_V001,3575
L02_V001,3925
L02_V001,3550
L02_V001,3950
L02_V001,3525
L02_V001,3975
L02_V001,3500
L02_V001,4000
L02_V001,3475
L02_V001,4025
L02_V001,3450
L02_V001,4050
L02_V001,3425
L02_V001,4075
L02_V001,3400
L02_V001,4100
L02_V001,3375
L02_V001,4125
L02_V001,3350
L02_V001,4150
L02_V001,3325
L02_V001,4175
L02_V001,3300
L02_V001,4200
L02_V001,3275
L02_V001,4225
L02_V001,3250
L02_V001,4250
L02_V001,3225
L02_V001,4275
L02_V001,3200
L02_V001,4300
L02_V001,3175
L02_V001,4325
L02_V001,3150
L02_V001,4350
L02_V001,3125
L02_V001,4375
L02_V001,3100
L02_V001,4400
L02_V001,3075
L02_V001,4425
L02_V001,3050
L02_V001,4450
L02_V001,3025
L02_V001,4475
L02_V001,3000
L02_V001,4500
L02_V001,2975
L02_V001,4525
L02_V001,2950
L02_V001,4550
L02_V001,2925
L02_V001,4575
L02_V001,2900
L02_V001,4600
L02_V001,2875
L02_V001,4625
L02_V001,2850
L02_V001,4650
L02_V001,2825
L02_V001,4675
L02_V001,2800
L02_V001,4700
L02_V001,2775
L02_V001,4725
L02_V001,2750
L02_V001,4750
L02_V001,2725
L02_V001,4775
L02_V001,2700
L02_V001,4800
L02_V001,2675
L02_V001,4825
L02_V001,2650
L02_V001,4850
L02_V001,2625
L02_V001,4875
L02_V001,2600
L02_V001,4900
L02_V001,2575
L02_V001,4925
L02_V001,2550
L02_V001,4950
L02_V001,2525
L02_V001,4975
