L02_V001,3750,1234
L02_V001,3725,1234
L02_V001,3775,1234
L02_V001,3700,1234
L02_V001,3800,1234
L02_V001,3675,1234
L02_V001,3825,1234
L02_V001,3650,1234
L02_V001,3850,1234
L02_V001,3625,1234
L02_V001,3875,1234
L02_V001,3600,1234
L02_V001,3900,1234
L02_V001,3575,1234
L02_V001,3925,1234
L02_V001,3550,1234
L02_V001,3950,1234
L02_V001,3525,1234
L02_V001,3975,1234
L02_V001,3500,1234
L02_V001,4000,1234
L02_V001,3475,1234
L02_V001,4025,1234
L02_V001,3450,1234
L02_V001,4050,1234
L02_V001,3425,1234
L02_V001,4075,1234
L02_V001,3400,1234
L02_V001,4100,1234
L02_V001,3375,1234
L02_V001,4125,1234
L02_V001,3350,1234
L02_V001,4150,1234
L02_V001,3325,1234
L02_V001,4175,1234
L02_V001,3300,1234
L02_V001,4200,1234
L02_V001,3275,1234
L02_V001,4225,1234
L02_V001,3250,1234
L02_V001,4250,1234
L02_V001,3225,1234
L02_V001,4275,1234
L02_V001,3200,1234
L02_V001,4300,1234
L02_V001,3175,1234
L02_V001,4325,1234
L02_V001,3150,1234
L02_V001,4350,1234
L02_V001,3125,1234
L02_V001,4375,1234
L02_V001,3100,1234
L02_V001,4400,1234
L02_V001,3075,1234
L02_V001,4425,1234
L02_V001,3050,1234
L02_V001,4450,1234
L02_V001,3025,1234
L02_V001,4475,1234
L02_V001,3000,1234
L02_V001,4500,1234
L02_V001,2975,1234
L02_V001,4525,1234
L02_V001,2950,1234
L02_V001,4550,1234
L02_V001,2925,1234
L02_V001,4575,1234
L02_V001,2900,1234
L02_V001,4600,1234
L02_V001,2875,1234
L02_V001,4625,1234
L02_V001,2850,1234
L02_V001,4650,1234
L02_V001,2825,1234
L02_V001,4675,1234
L02_V001,2800,1234
L02_V001,4700,1234
L02_V001,2775,1234
L02_V001,4725,1234
L02_V001,2750,1234
L02_V001,4750,1234
L02_V001,2725,1234
L02_V001,4775,1234
L02_V001,2700,1234
L02_V001,4800,1234
L02_V001,2675,1234
L02_V001,4825,1234
L02_V001,2650,1234
L02_V001,4850,1234
L02_V001,2625,1234
L02_V001,4875,1234
L02_V001,2600,1234
L02_V001,4900,1234
L02_V001,2575,1234
L02_V001,4925,1234
L02_V001,2550,1234
L02_V001,4950,1234
L02_V001,2525,1234
L02_V001,4975,1234
L02_V001,2500,1234
