L02_V001,2625,12345
L02_V001,3750,12345
L02_V001,3725,12345
L02_V001,3775,12345
L02_V001,3700,12345
L02_V001,3800,12345
L02_V001,3675,12345
L02_V001,3825,12345
L02_V001,3650,12345
L02_V001,3850,12345
L02_V001,3625,12345
L02_V001,3875,12345
L02_V001,3600,12345
L02_V001,3900,12345
L02_V001,3575,12345
L02_V001,3925,12345
L02_V001,3550,12345
L02_V001,3950,12345
L02_V001,3525,12345
L02_V001,3975,12345
L02_V001,3500,12345
L02_V001,4000,12345
L02_V001,3475,12345
L02_V001,4025,12345
L02_V001,3450,12345
L02_V001,4050,12345
L02_V001,3425,12345
L02_V001,4075,12345
L02_V001,3400,12345
L02_V001,4100,12345
L02_V001,3375,12345
L02_V001,4125,12345
L02_V001,3350,12345
L02_V001,4150,12345
L02_V001,3325,12345
L02_V001,4175,12345
L02_V001,3300,12345
L02_V001,4200,12345
L02_V001,3275,12345
L02_V001,4225,12345
L02_V001,3250,12345
L02_V001,4250,12345
L02_V001,3225,12345
L02_V001,4275,12345
L02_V001,3200,12345
L02_V001,4300,12345
L02_V001,3175,12345
L02_V001,4325,12345
L02_V001,3150,12345
L02_V001,4350,12345
L02_V001,3125,12345
L02_V001,4375,12345
L02_V001,3100,12345
L02_V001,4400,12345
L02_V001,3075,12345
L02_V001,4425,12345
L02_V001,3050,12345
L02_V001,4450,12345
L02_V001,3025,12345
L02_V001,4475,12345
L02_V001,3000,12345
L02_V001,4500,12345
L02_V001,2975,12345
L02_V001,4525,12345
L02_V001,2950,12345
L02_V001,4550,12345
L02_V001,2925,12345
L02_V001,4575,12345
L02_V001,2900,12345
L02_V001,4600,12345
L02_V001,2875,12345
L02_V001,4625,12345
L02_V001,2850,12345
L02_V001,4650,12345
L02_V001,2825,12345
L02_V001,4675,12345
L02_V001,2800,12345
L02_V001,4700,12345
L02_V001,2775,12345
L02_V001,4725,12345
L02_V001,2750,12345
L02_V001,4750,12345
L02_V001,2725,12345
L02_V001,4775,12345
L02_V001,2700,12345
L02_V001,4800,12345
L02_V001,2675,12345
L02_V001,4825,12345
L02_V001,2650,12345
L02_V001,4850,12345
L02_V001,2625,12345
L02_V001,4875,12345
L02_V001,2600,12345
L02_V001,4900,12345
L02_V001,2575,12345
L02_V001,4925,12345
L02_V001,2550,12345
L02_V001,4950,12345
L02_V001,2525,12345
L02_V001,4975,12345
