L02_V001,3750,9
L02_V001,3725,9
L02_V001,3775,9
L02_V001,3700,9
L02_V001,3800,9
L02_V001,3675,9
L02_V001,3825,9
L02_V001,3650,9
L02_V001,3850,9
L02_V001,3625,9
L02_V001,3875,9
L02_V001,3600,9
L02_V001,3900,9
L02_V001,3575,9
L02_V001,3925,9
L02_V001,3550,9
L02_V001,3950,9
L02_V001,3525,9
L02_V001,3975,9
L02_V001,3500,9
L02_V001,4000,9
L02_V001,3475,9
L02_V001,4025,9
L02_V001,3450,9
L02_V001,4050,9
L02_V001,3425,9
L02_V001,4075,9
L02_V001,3400,9
L02_V001,4100,9
L02_V001,3375,9
L02_V001,4125,9
L02_V001,3350,9
L02_V001,4150,9
L02_V001,3325,9
L02_V001,4175,9
L02_V001,3300,9
L02_V001,4200,9
L02_V001,3275,9
L02_V001,4225,9
L02_V001,3250,9
L02_V001,4250,9
L02_V001,3225,9
L02_V001,4275,9
L02_V001,3200,9
L02_V001,4300,9
L02_V001,3175,9
L02_V001,4325,9
L02_V001,3150,9
L02_V001,4350,9
L02_V001,3125,9
L02_V001,4375,9
L02_V001,3100,9
L02_V001,4400,9
L02_V001,3075,9
L02_V001,4425,9
L02_V001,3050,9
L02_V001,4450,9
L02_V001,3025,9
L02_V001,4475,9
L02_V001,3000,9
L02_V001,4500,9
L02_V001,2975,9
L02_V001,4525,9
L02_V001,2950,9
L02_V001,4550,9
L02_V001,2925,9
L02_V001,4575,9
L02_V001,2900,9
L02_V001,4600,9
L02_V001,2875,9
L02_V001,4625,9
L02_V001,2850,9
L02_V001,4650,9
L02_V001,2825,9
L02_V001,4675,9
L02_V001,2800,9
L02_V001,4700,9
L02_V001,2775,9
L02_V001,4725,9
L02_V001,2750,9
L02_V001,4750,9
L02_V001,2725,9
L02_V001,4775,9
L02_V001,2700,9
L02_V001,4800,9
L02_V001,2675,9
L02_V001,4825,9
L02_V001,2650,9
L02_V001,4850,9
L02_V001,2625,9
L02_V001,4875,9
L02_V001,2600,9
L02_V001,4900,9
L02_V001,2575,9
L02_V001,4925,9
L02_V001,2550,9
L02_V001,4950,9
L02_V001,2525,9
L02_V001,4975,9
L02_V001,2500,9
